"","title","word","n","tf","idf","tf_idf"
"1","El doloroso parto de las venezolanas en Colombia","p",210,0.0920245398773006,2.37170028115903,0.218254627100524
"2","Inversión, medioambiente y Venezuela : temas de Duque en el Foro Económico Mundial","lang",78,0.0546984572230014,5.96443587472006,0.32624544055271
"3","Inversión, medioambiente y Venezuela : temas de Duque en el Foro Económico Mundial","p",78,0.0546984572230014,2.37170028115903,0.129728346374758
"4","EE. UU. cierra definitivamente la puerta a una intervención militar en Venezuela","p",64,0.0949554896142433,2.37170028115903,0.225205961415694
"5","El ‘Bon Bon’ que hace medio siglo hizo ‘Bum’ La chupeta, que ha sido testigo y parte de la vida de los","bon",58,0.0578842315369262,7.06304816338817,0.408839115246022
"6","Terrorismo y Venezuela : las prioridades de Pompeo en su gira por Latinoamérica y el Caribe","p",54,0.103646833013436,2.37170028115903,0.245819222999208
"7","Abusos y crímenes de Eln y disidencias en Arauca y Apure , advierte Human Rights Watch","p",52,0.0546218487394958,2.37170028115903,0.129546654012888
"8","Arauca y Apure , tierras de nadie donde se fortalecen el Eln y disidencias de las Farc","p",52,0.0548523206751055,2.37170028115903,0.130093264367373
"9","En Catatumbo piden a Gobierno reconocer ""profunda crisis socioeconómica y política""","strong",52,0.149425287356322,3.09275624983605,0.462135991354812
"10","Pompeo anuncia más apoyo a Guaidó en su lucha contra ""tiranía"" de Maduro en Venezuela","p",52,0.103174603174603,2.37170028115903,0.244699235357678
"11","“Prevenir y castigar a vándalos es una responsabilidad compartida con alcaldes”: Duque","strong",50,0.142450142450142,3.09275624983605,0.440563568352714
"12","Guaidó pide más acciones a una Unión Europea que le reitera su ""firme apoyo""","p",44,0.0948275862068965,2.37170028115903,0.224902612868529
"13","Las naciones más corruptas de 2019 y cómo dejar de serlo, según Índice de Percepción","p",42,0.06158357771261,2.37170028115903,0.146057788575776
"14","Maduro da un golpe y se adueña de la Asamblea Nacional de Venezuela","p",42,0.062874251497006,2.37170028115903,0.149118879953113
"15","Política exterior de Duque es fracasada: el informe del senador Antonio Sanguino","p",42,0.0522388059701493,2.37170028115903,0.123894790806815
"16","“Eln es una amenaza para la región”: Conferencia de Lucha contra el Terrorismo","strong",42,0.0821917808219178,3.09275624983605,0.254199143822141
"17","La inquietud ronda en las zonas de frontera","xf",41,0.0719298245614035,4.76046307039413,0.34241927348449
"18","El plan de la oposición venezolana para evitar las intimidaciones de Maduro","p",40,0.0747663551401869,2.37170028115903,0.177323385507217
"19","Gustavo Dudamel: el poder espiritual de la música","música",40,0.0379506641366224,4.01852572566475,0.15250572013908
"20","Venezuela , el país de los tres parlamentos, ¿cuál legisla de verdad?","p",40,0.0688468158347676,2.37170028115903,0.163284012472222
"21","Inversión, medioambiente y Venezuela : temas de Duque en el Foro Económico Mundial","paraeid",39,0.0273492286115007,5.96443587472006,0.163122720276355
"22","Inversión, medioambiente y Venezuela : temas de Duque en el Foro Económico Mundial","paraid",39,0.0273492286115007,5.96443587472006,0.163122720276355
"23","Inversión, medioambiente y Venezuela : temas de Duque en el Foro Económico Mundial","xml",39,0.0273492286115007,5.96443587472006,0.163122720276355
"24","""Los 6 de Citgo "", los presos que Trump quiere en libertad y Maduro se rehúsa a excarcelar","p",38,0.101333333333333,2.37170028115903,0.240332295157448
"25","Juan Guaidó o Luis Parra, ¿quién es el verdadero presidente del Parlamento venezolano?","p",38,0.0585516178736518,2.37170028115903,0.138866888573256
"26","Juan Guaidó se juramentó como jefe del Parlamento en caótica jornada en Venezuela","p",38,0.11377245508982,2.37170028115903,0.26983416372468
"27","Migrantes en la frontera, historias de múltiples necesidades","p",38,0.0640809443507589,2.37170028115903,0.151980793733631
"28","El sorprendente delf\xEDn que nad\xF3 en la Tatacoa hace millones de a\xF1os Un peque\xF1o hueso del","xe",37,0.0566615620214395,4.76046307039413,0.269735273513909
"29","Así es la lucha contra la malaria en uno de los enclaves mineros de Venezuela","p",36,0.0518731988472622,2.37170028115903,0.12302768029067
"30","Atentando contra Rodrigo Londoño “no tiene nada que ver con nosotros”: Romaña","strong",36,0.111455108359133,3.09275624983605,0.344703482953863
"31","El sorprendente delf\xEDn que nad\xF3 en la Tatacoa hace millones de a\xF1os Un peque\xF1o hueso del","xf",36,0.0551301684532925,4.76046307039413,0.262445130986506
"32","Los 11 elenos que EE. UU. pide en extradici\xF3n por narcotr\xE1fico Todos tienen procesos en cortes","xf",36,0.0676691729323308,4.76046307039413,0.322136598748475
"33","Informe muestra c\xF3mo Hezbol\xE1 opera en Venezuela","xe",34,0.0829268292682927,4.76046307039413,0.394770108276586
"34","Maduro anuncia ejercicios militares en Venezuela para el mes de febrero","p",34,0.104615384615385,2.37170028115903,0.248116337105868
"35","Maduro invita a Unión Europea y ONU para observar elecciones legislativas pero no a la OEA","p",34,0.107936507936508,2.37170028115903,0.25599304622034
"36","Diputado rival de Guaidó se autoproclama presidente del Parlamento de Venezuela","p",32,0.0829015544041451,2.37170028115903,0.196617639888831
"37","El lío en el gobierno español por la visita de Juan Guaidó","p",32,0.0709534368070953,2.37170028115903,0.168280286024587
"38","Estados Unidos realizará ejercicio militar conjunto en Colombia","p",32,0.117216117216117,2.37170028115903,0.278001498157835
"39","Oposición venezolana denuncia ataques de militares y colectivos en sede del Parlamento","p",32,0.149532710280374,2.37170028115903,0.354646771014434
"40","‘Deportación de Aida Merlano se hará surtiendo procesos de Interpol ’: Duque","strong",32,0.0888888888888889,3.09275624983605,0.274911666652093
"41","“No se puede evaluar el estado de los DD. HH. de la región sin independencia”: Paulo Abrão","cidh",32,0.023581429624171,4.76046307039413,0.112258524872964
"42","Día mundial para la protección del oso de anteojos: cuatro esfuerzos para su conservación","oso",31,0.0282588878760255,5.11713801433286,0.14460462939318
"43","""¿Puede usted vivir con 170 dólares?"", le preguntó a Putin una rusa","p",30,0.15625,2.37170028115903,0.370578168931098
"44","Día mundial para la protección del oso de anteojos: cuatro esfuerzos para su conservación","osos",30,0.0273473108477666,6.36990098282823,0.174199662246898
"45","El ‘Bon Bon’ que hace medio siglo hizo ‘Bum’ La chupeta, que ha sido testigo y parte de la vida de los","bum",30,0.029940119760479,6.36990098282823,0.19071559828827
"46","Habitantes en Catatumbo piden a las guerrillas respetar el DIH","p",30,0.0920245398773006,2.37170028115903,0.218254627100524
"47","Perú crea grupo policial para combatir bandas criminales extranjeras","p",30,0.137614678899083,2.37170028115903,0.326380772636564
"48","Colombia , uno de los dos países que mejor sobrelleva la pandemia Una encuesta realizada en 13 países de","ciento",29,0.0422740524781341,2.39021932892627,0.101044257345279
"49","Dilema","xe",29,0.0650224215246637,4.76046307039413,0.309536836415762
"50","Los tentáculos de Álex Saab, el agente de Maduro, en 7 países Bélgica inspeccionó casa de exdiplomático en","saab",29,0.0372750642673522,2.91991343699664,0.108839961019155
"51","La polilla y el fuego","xe",28,0.0582120582120582,4.76046307039413,0.277116353370136
"52","Política exterior de Duque es fracasada: el informe del senador Antonio Sanguino","strong",28,0.0348258706467662,3.09275624983605,0.107707929098768
"53","Trump ""sigue firmemente comprometido"" con sacar a Maduro, dice Pompeo","p",28,0.127853881278539,2.37170028115903,0.303231086175584
"54","‘Designar a Hezbolá como organización terrorista es la mejor herramienta legal’ La entrada de ese grupo en","hezbolá",28,0.04375,4.17267640549201,0.182554592740275
"55","Los muchos viajes de Melba Escobar","libro",27,0.0326086956521739,3.09275624983605,0.100850747277263
"56","Abren convocatoria para beca de industrias culturales","p",26,0.101167315175097,2.37170028115903,0.239938549844882
"57","Evo Morales se retracta de su propuesta de crear colectivos como los venezolanos","p",26,0.0912280701754386,2.37170028115903,0.216365639684683
"58","Juan Guaidó llega a Bruselas para buscar apoyo de la Unión Europea","p",26,0.0671834625322997,2.37170028115903,0.159339036977092
"59","La inquietud ronda en las zonas de frontera","n",26,0.0456140350877193,3.76721129738384,0.171837708301719
"60","¿Qué se puede esperar de la reunión entre Mike Pompeo y Juan Guaidó?","p",26,0.0742857142857143,2.37170028115903,0.176183449457528
"61","""'Marquitos' no tiene nada que ver con esa mierda"": palabras del ""Ñeñe"" Hernández","hernández",25,0.0664893617021277,3.25638567361785,0.216515004894804
"62","""'Marquitos' no tiene nada que ver con esa mierda"": palabras del ""Ñeñe"" Hernández","ñeñe",25,0.0664893617021277,4.57814151360017,0.304397707021288
"63","Así fue como destruyeron la industria petrolera de Venezuela","gasolina",25,0.0390015600624025,3.19184715248028,0.124487018427468
"64","La polilla y el fuego","xf",25,0.051975051975052,4.76046307039413,0.24742531550905
"65","‘A los problemas globales no les podemos poner fronteras’ Patricia Llombart, embajadora de la Unión Europea","ue",25,0.0292397660818713,3.47952922493206,0.101740620612049
"66","11 de noviembre en Cartagena: 209 años del acta independentista","cartagena",24,0.0347826086956522,3.59731226058845,0.12512390471612
"67","EE.UU. sanciona a Luis Parra y a otros diputados por ""tomarse"" el Parlamento venezolano","p",24,0.10126582278481,2.37170028115903,0.240172180370535
"68","El papa atribuye las crisis en Latinoamérica a la desigualdad y la corrupción","p",24,0.10762331838565,2.37170028115903,0.255250254474514
"69","En Catatumbo piden a Gobierno reconocer ""profunda crisis socioeconómica y política""","p",24,0.0689655172413793,2.37170028115903,0.163565536631657
"70","Francisco Santos deja de ser embajador de Colombia en Estados Unidos","p",24,0.0882352941176471,2.37170028115903,0.209267671866973
